unit,word_id,word,current_cefr,current_issue,proposed_definition,candidate_source,source_reference,cambridge_review_url,oxford_review_url,automated_flags,review_status,approved,review_notes
3d-printer-lab,pla-filament,PLA Filament,B2,placeholder definition,,,,https://dictionary.cambridge.org/dictionary/english/pla-filament,https://www.oxfordlearnersdictionaries.com/definition/english/pla-filament,missing-draft,needs-manual-definition,,
3d-printer-lab,abs-filament,ABS Filament,B2,placeholder definition,,,,https://dictionary.cambridge.org/dictionary/english/abs-filament,https://www.oxfordlearnersdictionaries.com/definition/english/abs-filament,missing-draft,needs-manual-definition,,
3d-printer-lab,petg-filament,PETG Filament,B2,placeholder definition,,,,https://dictionary.cambridge.org/dictionary/english/petg-filament,https://www.oxfordlearnersdictionaries.com/definition/english/petg-filament,missing-draft,needs-manual-definition,,
3d-printer-lab,resin,Resin,B1,placeholder definition,Any of a class of solid or semisolid viscous substances obtained either as exudations from certain plants or prepared by polymerization of simple molecules.,Open English WordNet 2024,https://en-word.net/view/synset/oewn-14918291-n,https://dictionary.cambridge.org/dictionary/english/resin,https://www.oxfordlearnersdictionaries.com/definition/english/resin,,review-wording-and-level,,
3d-printer-lab,nylon,Nylon,B1,placeholder definition,A thermoplastic polyamide.,Open English WordNet 2024,https://en-word.net/view/synset/oewn-14990580-n,https://dictionary.cambridge.org/dictionary/english/nylon,https://www.oxfordlearnersdictionaries.com/definition/english/nylon,word-count-3-target-10-24,review-wording-and-level,,
3d-printer-lab,flexible-filament,Flexible Filament,C1,placeholder definition,,,,https://dictionary.cambridge.org/dictionary/english/flexible-filament,https://www.oxfordlearnersdictionaries.com/definition/english/flexible-filament,missing-draft,needs-manual-definition,,
3d-printer-lab,wood-filament,Wood Filament,B2,placeholder definition,,,,https://dictionary.cambridge.org/dictionary/english/wood-filament,https://www.oxfordlearnersdictionaries.com/definition/english/wood-filament,missing-draft,needs-manual-definition,,
3d-printer-lab,metal-filament,Metal Filament,B2,placeholder definition,,,,https://dictionary.cambridge.org/dictionary/english/metal-filament,https://www.oxfordlearnersdictionaries.com/definition/english/metal-filament,missing-draft,needs-manual-definition,,
3d-printer-lab,support-material,Support Material,C1,placeholder definition,,,,https://dictionary.cambridge.org/dictionary/english/support-material,https://www.oxfordlearnersdictionaries.com/definition/english/support-material,missing-draft,needs-manual-definition,,
3d-printer-lab,glue-stick,Glue Stick,B2,placeholder definition,A small tube of glue used to join paper.,reviewed-wordpix,,https://dictionary.cambridge.org/dictionary/english/glue-stick,https://www.oxfordlearnersdictionaries.com/definition/english/glue-stick,word-count-9-target-10-24,review-reused-copy,,
3d-printer-lab,computer,Computer,B1,placeholder definition,A machine for performing calculations automatically.,Open English WordNet 2024,https://en-word.net/view/synset/oewn-03086983-n,https://dictionary.cambridge.org/dictionary/english/computer,https://www.oxfordlearnersdictionaries.com/definition/english/computer,word-count-6-target-10-24,review-wording-and-level,,
3d-printer-lab,3d-software,3D Software,B2,placeholder definition,"Nonphysical programs, data, libraries, and related digital resources direct how computer hardware operates. Together, they make up software.",OpenGloss v2.3,https://huggingface.co/datasets/mjbommar/opengloss-v2.3-definitions?row=software:noun:0,https://dictionary.cambridge.org/dictionary/english/3d-software,https://www.oxfordlearnersdictionaries.com/definition/english/3d-software,,review-wording-and-level,,
3d-printer-lab,mouse,Mouse,B1,placeholder definition,A hand-operated electronic device that controls the coordinates of a cursor on your computer screen as you move it around on a pad.,Open English WordNet 2024,https://en-word.net/view/synset/oewn-03799022-n,https://dictionary.cambridge.org/dictionary/english/mouse,https://www.oxfordlearnersdictionaries.com/definition/english/mouse,,review-wording-and-level,,
3d-printer-lab,graphics-tablet,Graphics Tablet,C1,placeholder definition,,,,https://dictionary.cambridge.org/dictionary/english/graphics-tablet,https://www.oxfordlearnersdictionaries.com/definition/english/graphics-tablet,missing-draft,needs-manual-definition,,
3d-printer-lab,ruler,Ruler,B1,placeholder definition,A straight tool used for measuring and drawing lines.,reviewed-wordpix,,https://dictionary.cambridge.org/dictionary/english/ruler,https://www.oxfordlearnersdictionaries.com/definition/english/ruler,word-count-9-target-10-24,review-reused-copy,,
3d-printer-lab,caliper,Caliper,B1,placeholder definition,An instrument for measuring the distance between two points.,Open English WordNet 2024,https://en-word.net/view/synset/oewn-02943283-n,https://dictionary.cambridge.org/dictionary/english/caliper,https://www.oxfordlearnersdictionaries.com/definition/english/caliper,word-count-9-target-10-24,review-wording-and-level,,
3d-printer-lab,protractor,Protractor,B2,placeholder definition,Drafting instrument used to draw or measure angles.,Open English WordNet 2024,https://en-word.net/view/synset/oewn-04022302-n,https://dictionary.cambridge.org/dictionary/english/protractor,https://www.oxfordlearnersdictionaries.com/definition/english/protractor,word-count-8-target-10-24,review-wording-and-level,,
3d-printer-lab,grid-paper,Grid Paper,B2,placeholder definition,"Paper printed with a regular pattern of equal squares helps students measure, draw shapes, and count units in elementary mathematics.",OpenGloss v2.3,https://huggingface.co/datasets/mjbommar/opengloss-v2.3-definitions?row=grid_paper:adjective:0,https://dictionary.cambridge.org/dictionary/english/grid-paper,https://www.oxfordlearnersdictionaries.com/definition/english/grid-paper,,review-sense-wording-and-level,,
3d-printer-lab,sketchbook,Sketchbook,B2,placeholder definition,A book of blank pages for drawing or writing.,reviewed-wordpix,,https://dictionary.cambridge.org/dictionary/english/sketchbook,https://www.oxfordlearnersdictionaries.com/definition/english/sketchbook,word-count-9-target-10-24,review-reused-copy,,
3d-printer-lab,reference-model,Reference Model,C1,placeholder definition,"An accepted abstract model provides a standard way to describe, study, create, or compare systems and events within a field.",OpenGloss v2.3,https://huggingface.co/datasets/mjbommar/opengloss-v2.3-definitions?row=reference_model:noun:0,https://dictionary.cambridge.org/dictionary/english/reference-model,https://www.oxfordlearnersdictionaries.com/definition/english/reference-model,,review-wording-and-level,,
3d-printer-lab,sandpaper,Sandpaper,B1,placeholder definition,Stiff paper coated with powdered emery or sand.,Open English WordNet 2024,https://en-word.net/view/synset/oewn-14874050-n,https://dictionary.cambridge.org/dictionary/english/sandpaper,https://www.oxfordlearnersdictionaries.com/definition/english/sandpaper,word-count-8-target-10-24,review-wording-and-level,,
3d-printer-lab,file,File,B1,placeholder definition,A named collection of digital information saved on a device.,reviewed-wordpix,,https://dictionary.cambridge.org/dictionary/english/file,https://www.oxfordlearnersdictionaries.com/definition/english/file,,review-reused-copy,,
3d-printer-lab,craft-knife,Craft Knife,B2,placeholder definition,Craft Knife.,local language model draft,,https://dictionary.cambridge.org/dictionary/english/craft-knife,https://www.oxfordlearnersdictionaries.com/definition/english/craft-knife,word-count-2-target-10-24; headword-leakage,machine-draft-needs-source-and-human-review,,
3d-printer-lab,pliers,Pliers,B1,placeholder definition,A hand tool with two handles used for gripping or cutting.,reviewed-wordpix,,https://dictionary.cambridge.org/dictionary/english/pliers,https://www.oxfordlearnersdictionaries.com/definition/english/pliers,,review-reused-copy,,
3d-printer-lab,tweezers,Tweezers,B1,placeholder definition,A small tool consisting of two pointed arms used for picking up small objects or plucking hairs.,lexicon,,https://dictionary.cambridge.org/dictionary/english/tweezers,https://www.oxfordlearnersdictionaries.com/definition/english/tweezers,,review-reused-copy,,
3d-printer-lab,paint,Paint,B1,placeholder definition,To cover a surface with paint.,reviewed-wordpix,,https://dictionary.cambridge.org/dictionary/english/paint,https://www.oxfordlearnersdictionaries.com/definition/english/paint,word-count-6-target-10-24; headword-leakage,review-reused-copy,,
3d-printer-lab,paintbrush,Paintbrush,B2,placeholder definition,A tool with hairs used to spread paint.,reviewed-wordpix,,https://dictionary.cambridge.org/dictionary/english/paintbrush,https://www.oxfordlearnersdictionaries.com/definition/english/paintbrush,word-count-8-target-10-24,review-reused-copy,,
3d-printer-lab,primer,Primer,B1,placeholder definition,The first or preliminary coat of paint or size applied to a surface.,Open English WordNet 2024,https://en-word.net/view/synset/oewn-03365691-n,https://dictionary.cambridge.org/dictionary/english/primer,https://www.oxfordlearnersdictionaries.com/definition/english/primer,,review-wording-and-level,,
3d-printer-lab,acetone,Acetone,B1,placeholder definition,The simplest ketone.,Open English WordNet 2024,https://en-word.net/view/synset/oewn-14624684-n,https://dictionary.cambridge.org/dictionary/english/acetone,https://www.oxfordlearnersdictionaries.com/definition/english/acetone,word-count-3-target-10-24,review-wording-and-level,,
3d-printer-lab,uv-curing-lamp,UV Curing Lamp,C1,placeholder definition,UV Curing Lamp.,local language model draft,,https://dictionary.cambridge.org/dictionary/english/uv-curing-lamp,https://www.oxfordlearnersdictionaries.com/definition/english/uv-curing-lamp,word-count-3-target-10-24; headword-leakage,machine-draft-needs-source-and-human-review,,
3d-printer-lab,figurine,Figurine,B1,placeholder definition,A small carved or molded figure.,Open English WordNet 2024,https://en-word.net/view/synset/oewn-03341404-n,https://dictionary.cambridge.org/dictionary/english/figurine,https://www.oxfordlearnersdictionaries.com/definition/english/figurine,word-count-6-target-10-24,review-wording-and-level,,
3d-printer-lab,phone-case,Phone Case,B2,placeholder definition,Phone Case.,local language model draft,,https://dictionary.cambridge.org/dictionary/english/phone-case,https://www.oxfordlearnersdictionaries.com/definition/english/phone-case,word-count-2-target-10-24; headword-leakage,machine-draft-needs-source-and-human-review,,
3d-printer-lab,gear,Gear,B1,placeholder definition,A mechanism for transmitting motion for some specific purpose (as the steering gear of a vehicle).,Open English WordNet 2024,https://en-word.net/view/synset/oewn-03436153-n,https://dictionary.cambridge.org/dictionary/english/gear,https://www.oxfordlearnersdictionaries.com/definition/english/gear,headword-leakage,review-wording-and-level,,
3d-printer-lab,bracket,Bracket,B1,placeholder definition,Either of two punctuation marks (‘<’ or ‘>’) used in computer programming and sometimes used to enclose textual material.,Open English WordNet 2024,https://en-word.net/view/synset/oewn-06855502-n,https://dictionary.cambridge.org/dictionary/english/bracket,https://www.oxfordlearnersdictionaries.com/definition/english/bracket,,review-wording-and-level,,
3d-printer-lab,keychain,Keychain,B1,placeholder definition,"A small ring or chain keeps physical keys together for easier carrying. In technology, a keychain is a digital store that manages and protects authentication keys and other information used to control access.",OpenGloss v2.3,https://huggingface.co/datasets/mjbommar/opengloss-v2.3-definitions?row=keychain:noun:0,https://dictionary.cambridge.org/dictionary/english/keychain,https://www.oxfordlearnersdictionaries.com/definition/english/keychain,word-count-33-target-10-24; headword-leakage,review-wording-and-level,,
3d-printer-lab,cookie-cutter,Cookie Cutter,B2,placeholder definition,Cookie Cutter.,local language model draft,,https://dictionary.cambridge.org/dictionary/english/cookie-cutter,https://www.oxfordlearnersdictionaries.com/definition/english/cookie-cutter,word-count-2-target-10-24; headword-leakage,machine-draft-needs-source-and-human-review,,
3d-printer-lab,whistle,Whistle,B1,placeholder definition,A small object blown to make a loud signal.,reviewed-wordpix,,https://dictionary.cambridge.org/dictionary/english/whistle,https://www.oxfordlearnersdictionaries.com/definition/english/whistle,word-count-9-target-10-24,review-reused-copy,,
3d-printer-lab,chess-piece,Chess Piece,B2,placeholder definition,Each movable object in chess has defined movement rules and serves a distinct strategic purpose.,OpenGloss v2.3,https://huggingface.co/datasets/mjbommar/opengloss-v2.3-definitions?row=chess_piece:noun:0,https://dictionary.cambridge.org/dictionary/english/chess-piece,https://www.oxfordlearnersdictionaries.com/definition/english/chess-piece,,review-sense-wording-and-level,,
3d-printer-lab,architectural-model,Architectural Model,C1,placeholder definition,Architectural Model.,local language model draft,,https://dictionary.cambridge.org/dictionary/english/architectural-model,https://www.oxfordlearnersdictionaries.com/definition/english/architectural-model,word-count-2-target-10-24; headword-leakage,machine-draft-needs-source-and-human-review,,
3d-printer-lab,workstation,Workstation,B2,placeholder definition,A desktop digital computer that is conventionally considered to be more powerful than a microcomputer.,Open English WordNet 2024,https://en-word.net/view/synset/oewn-04610757-n,https://dictionary.cambridge.org/dictionary/english/workstation,https://www.oxfordlearnersdictionaries.com/definition/english/workstation,,review-wording-and-level,,
3d-printer-lab,storage-shelf,Storage Shelf,B2,placeholder definition,Storage Shelf.,local language model draft,,https://dictionary.cambridge.org/dictionary/english/storage-shelf,https://www.oxfordlearnersdictionaries.com/definition/english/storage-shelf,word-count-2-target-10-24; headword-leakage,machine-draft-needs-source-and-human-review,,
3d-printer-lab,ventilation-fan,Ventilation Fan,C1,placeholder definition,Ventilation Fan.,local language model draft,,https://dictionary.cambridge.org/dictionary/english/ventilation-fan,https://www.oxfordlearnersdictionaries.com/definition/english/ventilation-fan,word-count-2-target-10-24; headword-leakage,machine-draft-needs-source-and-human-review,,
3d-printer-lab,fire-extinguisher,Fire Extinguisher,C1,placeholder definition,A portable or fixed device that releases a suitable substance to put out or contain a small fire.,OpenGloss v2.3,https://huggingface.co/datasets/mjbommar/opengloss-v2.3-definitions?row=fire_extinguisher:noun:0,https://dictionary.cambridge.org/dictionary/english/fire-extinguisher,https://www.oxfordlearnersdictionaries.com/definition/english/fire-extinguisher,,review-wording-and-level,,
3d-printer-lab,safety-glasses,Safety Glasses,B2,placeholder definition,"A label for eyewear made to shield the eyes from hazards, especially in science labs and workshops.",OpenGloss v2.3,https://huggingface.co/datasets/mjbommar/opengloss-v2.3-definitions?row=safety_glasses:adjective:0,https://dictionary.cambridge.org/dictionary/english/safety-glasses,https://www.oxfordlearnersdictionaries.com/definition/english/safety-glasses,,review-sense-wording-and-level,,
3d-printer-lab,gloves,Gloves,B1,placeholder definition,The handwear used by fielders in playing baseball.,Open English WordNet 2024,https://en-word.net/view/synset/oewn-02803372-n,https://dictionary.cambridge.org/dictionary/english/gloves,https://www.oxfordlearnersdictionaries.com/definition/english/gloves,word-count-8-target-10-24,review-wording-and-level,,
3d-printer-lab,trash-bin,Trash Bin,B2,placeholder definition,A container used to store discarded items before they are taken away.,OpenGloss v2.3,https://huggingface.co/datasets/mjbommar/opengloss-v2.3-definitions?row=trash_bin:noun:0,https://dictionary.cambridge.org/dictionary/english/trash-bin,https://www.oxfordlearnersdictionaries.com/definition/english/trash-bin,,review-wording-and-level,,
3d-printer-lab,label-maker,Label Maker,B2,placeholder definition,Label Maker.,local language model draft,,https://dictionary.cambridge.org/dictionary/english/label-maker,https://www.oxfordlearnersdictionaries.com/definition/english/label-maker,word-count-2-target-10-24; headword-leakage,machine-draft-needs-source-and-human-review,,
3d-printer-lab,zip-bag,Zip Bag,B2,placeholder definition,Zip Bag.,local language model draft,,https://dictionary.cambridge.org/dictionary/english/zip-bag,https://www.oxfordlearnersdictionaries.com/definition/english/zip-bag,word-count-2-target-10-24; headword-leakage,machine-draft-needs-source-and-human-review,,
3d-printer-lab,desiccant-pack,Desiccant Pack,B2,placeholder definition,Desiccant Pack.,local language model draft,,https://dictionary.cambridge.org/dictionary/english/desiccant-pack,https://www.oxfordlearnersdictionaries.com/definition/english/desiccant-pack,word-count-2-target-10-24; headword-leakage,machine-draft-needs-source-and-human-review,,
3d-printer-lab,frame,Frame,B1,placeholder definition,The supporting shape or structure of a building.,reviewed-wordpix,,https://dictionary.cambridge.org/dictionary/english/frame,https://www.oxfordlearnersdictionaries.com/definition/english/frame,word-count-8-target-10-24,review-reused-copy,,
3d-printer-lab,fan,Fan,B1,placeholder definition,To make (an emotion) fiercer.,Open English WordNet 2024,https://en-word.net/view/synset/oewn-00228231-v,https://dictionary.cambridge.org/dictionary/english/fan,https://www.oxfordlearnersdictionaries.com/definition/english/fan,word-count-5-target-10-24,review-wording-and-level,,
3d-printer-lab,display,Display,B1,placeholder definition,Something intended to communicate a particular impression.,Open English WordNet 2024,https://en-word.net/view/synset/oewn-06892571-n,https://dictionary.cambridge.org/dictionary/english/display,https://www.oxfordlearnersdictionaries.com/definition/english/display,word-count-7-target-10-24,review-wording-and-level,,
3d-printer-lab,pla,PLA,B1,placeholder definition,PLA.,local language model draft,,https://dictionary.cambridge.org/dictionary/english/pla,https://www.oxfordlearnersdictionaries.com/definition/english/pla,word-count-1-target-10-24; headword-leakage,machine-draft-needs-source-and-human-review,,
3d-printer-lab,abs,ABS,B1,placeholder definition,Any of a class of composite plastics used to make car bodies and cases for computers and other appliances.,Open English WordNet 2024,https://en-word.net/view/synset/oewn-14616208-n,https://dictionary.cambridge.org/dictionary/english/abs,https://www.oxfordlearnersdictionaries.com/definition/english/abs,,review-wording-and-level,,
3d-printer-lab,petg,PETG,B1,placeholder definition,PETG.,local language model draft,,https://dictionary.cambridge.org/dictionary/english/petg,https://www.oxfordlearnersdictionaries.com/definition/english/petg,word-count-1-target-10-24; headword-leakage,machine-draft-needs-source-and-human-review,,
3d-printer-lab,tpu,TPU,B1,placeholder definition,TPU.,local language model draft,,https://dictionary.cambridge.org/dictionary/english/tpu,https://www.oxfordlearnersdictionaries.com/definition/english/tpu,word-count-1-target-10-24; headword-leakage,machine-draft-needs-source-and-human-review,,
3d-printer-lab,carbon-fiber,Carbon Fiber,B2,placeholder definition,A lightweight material made from extremely thin carbon strands arranged in a highly ordered structure. It is usually added to plastics and other materials to make composite parts stronger and stiffer.,OpenGloss v2.3,https://huggingface.co/datasets/mjbommar/opengloss-v2.3-definitions?row=carbon_fiber:noun:0,https://dictionary.cambridge.org/dictionary/english/carbon-fiber,https://www.oxfordlearnersdictionaries.com/definition/english/carbon-fiber,word-count-31-target-10-24,review-sense-wording-and-level,,
3d-printer-lab,wood-fill,Wood Fill,B2,placeholder definition,Wood Fill.,local language model draft,,https://dictionary.cambridge.org/dictionary/english/wood-fill,https://www.oxfordlearnersdictionaries.com/definition/english/wood-fill,word-count-2-target-10-24; headword-leakage,machine-draft-needs-source-and-human-review,,
3d-printer-lab,design,Design,B1,placeholder definition,The act of working out the form of something (as by making a sketch or outline or plan).,Open English WordNet 2024,https://en-word.net/view/synset/oewn-00929892-n,https://dictionary.cambridge.org/dictionary/english/design,https://www.oxfordlearnersdictionaries.com/definition/english/design,,review-wording-and-level,,
3d-printer-lab,slice,Slice,B1,placeholder definition,A serving that has been cut from a larger portion.,Open English WordNet 2024,https://en-word.net/view/synset/oewn-07670276-n,https://dictionary.cambridge.org/dictionary/english/slice,https://www.oxfordlearnersdictionaries.com/definition/english/slice,,review-wording-and-level,,
3d-printer-lab,print,Print,B1,placeholder definition,To produce words or images on paper using a machine.,reviewed-wordpix,,https://dictionary.cambridge.org/dictionary/english/print,https://www.oxfordlearnersdictionaries.com/definition/english/print,,review-reused-copy,,
3d-printer-lab,layer,Layer,B1,placeholder definition,To make or form a layer.,Open English WordNet 2024,https://en-word.net/view/synset/oewn-01264677-v,https://dictionary.cambridge.org/dictionary/english/layer,https://www.oxfordlearnersdictionaries.com/definition/english/layer,word-count-6-target-10-24; headword-leakage,review-wording-and-level,,
3d-printer-lab,support,Support,B1,placeholder definition,The activity of providing for or maintaining by supplying with money or necessities.,Open English WordNet 2024,https://en-word.net/view/synset/oewn-01218392-n,https://dictionary.cambridge.org/dictionary/english/support,https://www.oxfordlearnersdictionaries.com/definition/english/support,,review-wording-and-level,,
3d-printer-lab,infill,Infill,B1,placeholder definition,"Material placed in a hollow, gap, or depression helps restore a structure, object, or geological formation.",OpenGloss v2.3,https://huggingface.co/datasets/mjbommar/opengloss-v2.3-definitions?row=infill:noun:0,https://dictionary.cambridge.org/dictionary/english/infill,https://www.oxfordlearnersdictionaries.com/definition/english/infill,,review-sense-wording-and-level,,
3d-printer-lab,calibrate,Calibrate,B1,placeholder definition,To make fine adjustments or divide into marked intervals for optimal measuring.,Open English WordNet 2024,https://en-word.net/view/synset/oewn-00296478-v,https://dictionary.cambridge.org/dictionary/english/calibrate,https://www.oxfordlearnersdictionaries.com/definition/english/calibrate,,review-wording-and-level,,
3d-printer-lab,prototype,Prototype,B1,placeholder definition,A standard or typical example.,Open English WordNet 2024,https://en-word.net/view/synset/oewn-05946242-n,https://dictionary.cambridge.org/dictionary/english/prototype,https://www.oxfordlearnersdictionaries.com/definition/english/prototype,word-count-5-target-10-24,review-wording-and-level,,
architecture-styles,greek,Greek,B2,placeholder definition,Of or relating to or characteristic of Greece or the Greeks or the Greek language.,Open English WordNet 2024,https://en-word.net/view/synset/oewn-03027715-a,https://dictionary.cambridge.org/dictionary/english/greek,https://www.oxfordlearnersdictionaries.com/definition/english/greek,headword-leakage,review-wording-and-level,,
architecture-styles,roman,Roman,B2,placeholder definition,Characteristic of the modern type that most directly represents the type used in ancient Roman inscriptions.,Open English WordNet 2024,https://en-word.net/view/synset/oewn-02933399-a,https://dictionary.cambridge.org/dictionary/english/roman,https://www.oxfordlearnersdictionaries.com/definition/english/roman,headword-leakage,review-wording-and-level,,
architecture-styles,byzantine,Byzantine,B2,placeholder definition,Of or relating to the Eastern Orthodox Church or the rites performed in it.,Open English WordNet 2024,https://en-word.net/view/synset/oewn-02981618-a,https://dictionary.cambridge.org/dictionary/english/byzantine,https://www.oxfordlearnersdictionaries.com/definition/english/byzantine,,review-wording-and-level,,
architecture-styles,romanesque,Romanesque,C1,placeholder definition,A style of architecture developed in Italy and western Europe between the Roman and the Gothic styles after 1000 AD.,Open English WordNet 2024,https://en-word.net/view/synset/oewn-05851233-n,https://dictionary.cambridge.org/dictionary/english/romanesque,https://www.oxfordlearnersdictionaries.com/definition/english/romanesque,,review-wording-and-level,,
architecture-styles,gothic,Gothic,B2,placeholder definition,Characteristic of the style of type commonly used for printing German.,Open English WordNet 2024,https://en-word.net/view/synset/oewn-03081225-a,https://dictionary.cambridge.org/dictionary/english/gothic,https://www.oxfordlearnersdictionaries.com/definition/english/gothic,,review-wording-and-level,,
architecture-styles,renaissance,Renaissance,C1,placeholder definition,The period of European history at the close of the Middle Ages and the rise of the modern world.,Open English WordNet 2024,https://en-word.net/view/synset/oewn-15284623-n,https://dictionary.cambridge.org/dictionary/english/renaissance,https://www.oxfordlearnersdictionaries.com/definition/english/renaissance,,review-wording-and-level,,
architecture-styles,baroque,Baroque,B2,placeholder definition,"The historic period from about 1600 until 1750 when the baroque style of art, architecture, and music flourished in Europe.",Open English WordNet 2024,https://en-word.net/view/synset/oewn-15283887-n,https://dictionary.cambridge.org/dictionary/english/baroque,https://www.oxfordlearnersdictionaries.com/definition/english/baroque,headword-leakage,review-wording-and-level,,
architecture-styles,neoclassical,Neoclassical,C1,placeholder definition,Characteristic of a revival of an earlier classical style.,Open English WordNet 2024,https://en-word.net/view/synset/oewn-00415599-s,https://dictionary.cambridge.org/dictionary/english/neoclassical,https://www.oxfordlearnersdictionaries.com/definition/english/neoclassical,word-count-9-target-10-24,review-wording-and-level,,
architecture-styles,beaux-arts,Beaux-Arts,C1,placeholder definition,"A grand style in architecture and the fine arts drew on a Paris school’s classical designs, symmetry, lavish ornament, and monumental scale, flourishing in the late nineteenth and early twentieth centuries.",OpenGloss v2.3,https://huggingface.co/datasets/mjbommar/opengloss-v2.3-definitions?row=beaux_arts:noun:0,https://dictionary.cambridge.org/dictionary/english/beaux-arts,https://www.oxfordlearnersdictionaries.com/definition/english/beaux-arts,word-count-32-target-10-24,review-sense-wording-and-level,,
architecture-styles,palladian,Palladian,B2,placeholder definition,Referring to or relating to or having the style of architecture created by Andrea Palladio.,Open English WordNet 2024,https://en-word.net/view/synset/oewn-02783630-a,https://dictionary.cambridge.org/dictionary/english/palladian,https://www.oxfordlearnersdictionaries.com/definition/english/palladian,,review-wording-and-level,,
architecture-styles,art-nouveau,Art Nouveau,C1,placeholder definition,An international art movement from around 1900 brought graceful curves and plant-inspired forms into buildings and everyday objects.,OpenGloss v2.3,https://huggingface.co/datasets/mjbommar/opengloss-v2.3-definitions?row=art_nouveau:noun:0,https://dictionary.cambridge.org/dictionary/english/art-nouveau,https://www.oxfordlearnersdictionaries.com/definition/english/art-nouveau,,review-wording-and-level,,
architecture-styles,art-deco,Art Deco,C1,placeholder definition,"A design movement popular during the 1920s and 1930s, known for simplified shapes and geometric patterns suitable for factory production.",OpenGloss v2.3,https://huggingface.co/datasets/mjbommar/opengloss-v2.3-definitions?row=art_deco:noun:0,https://dictionary.cambridge.org/dictionary/english/art-deco,https://www.oxfordlearnersdictionaries.com/definition/english/art-deco,,review-wording-and-level,,
architecture-styles,bauhaus,Bauhaus,B2,placeholder definition,A German style of architecture begun by Walter Gropius in 1918.,Open English WordNet 2024,https://en-word.net/view/synset/oewn-05850151-n,https://dictionary.cambridge.org/dictionary/english/bauhaus,https://www.oxfordlearnersdictionaries.com/definition/english/bauhaus,,review-wording-and-level,,
architecture-styles,modernist,Modernist,B2,placeholder definition,An artist who makes a deliberate break with previous styles.,Open English WordNet 2024,https://en-word.net/view/synset/oewn-10346309-n,https://dictionary.cambridge.org/dictionary/english/modernist,https://www.oxfordlearnersdictionaries.com/definition/english/modernist,,review-wording-and-level,,
architecture-styles,brutalist,Brutalist,B2,placeholder definition,,,,https://dictionary.cambridge.org/dictionary/english/brutalist,https://www.oxfordlearnersdictionaries.com/definition/english/brutalist,missing-draft,needs-manual-definition,,
architecture-styles,international-style,International Style,C1,placeholder definition,,,,https://dictionary.cambridge.org/dictionary/english/international-style,https://www.oxfordlearnersdictionaries.com/definition/english/international-style,missing-draft,needs-manual-definition,,
architecture-styles,mid-century-modern,Mid-Century Modern,C1,placeholder definition,Mid-Century Modern.,local language model draft,,https://dictionary.cambridge.org/dictionary/english/mid-century-modern,https://www.oxfordlearnersdictionaries.com/definition/english/mid-century-modern,word-count-2-target-10-24; headword-leakage,machine-draft-needs-source-and-human-review,,
