"priority","unit","image_name","asset_path","finding"
"replace","basic-emotions","indifferent.avif","/word-images/basic-emotions/indifferent.avif","cartoon or illustration; not photorealistic"
"replace","basic-emotions","sleepy.avif","/word-images/basic-emotions/sleepy.avif","cartoon or illustration; not photorealistic"
"replace","basic-emotions","alert.avif","/word-images/basic-emotions/alert.avif","cartoon or illustration; not photorealistic"
"replace","basic-emotions","hungry.avif","/word-images/basic-emotions/hungry.avif","cartoon or illustration; not photorealistic"
"replace","basic-emotions","thirsty.avif","/word-images/basic-emotions/thirsty.avif","cartoon or illustration; not photorealistic"
"replace","basic-emotions","full.avif","/word-images/basic-emotions/full.avif","cartoon or illustration; not photorealistic"
"replace","basic-emotions","cold.avif","/word-images/basic-emotions/cold.avif","cartoon or illustration; not photorealistic"
"replace","basic-emotions","hot.avif","/word-images/basic-emotions/hot.avif","cartoon or illustration; not photorealistic"
"replace","basic-emotions","dizzy.avif","/word-images/basic-emotions/dizzy.avif","cartoon or illustration; not photorealistic"
"replace","basic-emotions","nauseous.avif","/word-images/basic-emotions/nauseous.avif","cartoon or illustration; not photorealistic"
"replace","basic-emotions","exhausted.avif","/word-images/basic-emotions/exhausted.avif","cartoon or illustration; not photorealistic"
"replace","basic-emotions","energetic.avif","/word-images/basic-emotions/energetic.avif","cartoon or illustration; not photorealistic"
"replace","basic-emotions","comfortable.avif","/word-images/basic-emotions/comfortable.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","talk.avif","/word-images/communication-verbs/talk.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","speak.avif","/word-images/communication-verbs/speak.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","say.avif","/word-images/communication-verbs/say.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","tell.avif","/word-images/communication-verbs/tell.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","ask.avif","/word-images/communication-verbs/ask.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","answer.avif","/word-images/communication-verbs/answer.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","explain.avif","/word-images/communication-verbs/explain.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","describe.avif","/word-images/communication-verbs/describe.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","announce.avif","/word-images/communication-verbs/announce.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","declare.avif","/word-images/communication-verbs/declare.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","whisper.avif","/word-images/communication-verbs/whisper.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","shout.avif","/word-images/communication-verbs/shout.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","yell.avif","/word-images/communication-verbs/yell.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","scream.avif","/word-images/communication-verbs/scream.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","murmur.avif","/word-images/communication-verbs/murmur.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","mumble.avif","/word-images/communication-verbs/mumble.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","stutter.avif","/word-images/communication-verbs/stutter.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","stammer.avif","/word-images/communication-verbs/stammer.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","sing.avif","/word-images/communication-verbs/sing.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","chant.avif","/word-images/communication-verbs/chant.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","discuss.avif","/word-images/communication-verbs/discuss.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","debate.avif","/word-images/communication-verbs/debate.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","argue.avif","/word-images/communication-verbs/argue.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","agree.avif","/word-images/communication-verbs/agree.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","disagree.avif","/word-images/communication-verbs/disagree.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","negotiate.avif","/word-images/communication-verbs/negotiate.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","persuade.avif","/word-images/communication-verbs/persuade.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","convince.avif","/word-images/communication-verbs/convince.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","suggest.avif","/word-images/communication-verbs/suggest.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","propose.avif","/word-images/communication-verbs/propose.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","write.avif","/word-images/communication-verbs/write.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","read.avif","/word-images/communication-verbs/read.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","type.avif","/word-images/communication-verbs/type.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","email.avif","/word-images/communication-verbs/email.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","text.avif","/word-images/communication-verbs/text.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","print.avif","/word-images/communication-verbs/print.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","publish.avif","/word-images/communication-verbs/publish.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","edit.avif","/word-images/communication-verbs/edit.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","draft.avif","/word-images/communication-verbs/draft.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","revise.avif","/word-images/communication-verbs/revise.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","gesture.avif","/word-images/communication-verbs/gesture.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","nod.avif","/word-images/communication-verbs/nod.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","shake-head.avif","/word-images/communication-verbs/shake-head.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","point.avif","/word-images/communication-verbs/point.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","wave.avif","/word-images/communication-verbs/wave.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","shrug.avif","/word-images/communication-verbs/shrug.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","signal.avif","/word-images/communication-verbs/signal.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","mime.avif","/word-images/communication-verbs/mime.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","sign.avif","/word-images/communication-verbs/sign.avif","cartoon or illustration; not photorealistic"
"replace","communication-verbs","wink.avif","/word-images/communication-verbs/wink.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","embarrassed.avif","/word-images/complex-feelings/embarrassed.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","jealous.avif","/word-images/complex-feelings/jealous.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","envious.avif","/word-images/complex-feelings/envious.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","guilty.avif","/word-images/complex-feelings/guilty.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","ashamed.avif","/word-images/complex-feelings/ashamed.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","humiliated.avif","/word-images/complex-feelings/humiliated.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","proud.avif","/word-images/complex-feelings/proud.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","humble.avif","/word-images/complex-feelings/humble.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","sympathetic.avif","/word-images/complex-feelings/sympathetic.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","empathetic.avif","/word-images/complex-feelings/empathetic.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","nostalgic.avif","/word-images/complex-feelings/nostalgic.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","melancholic.avif","/word-images/complex-feelings/melancholic.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","overwhelmed.avif","/word-images/complex-feelings/overwhelmed.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","vulnerable.avif","/word-images/complex-feelings/vulnerable.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","insecure.avif","/word-images/complex-feelings/insecure.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","conflicted.avif","/word-images/complex-feelings/conflicted.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","ambivalent.avif","/word-images/complex-feelings/ambivalent.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","bittersweet.avif","/word-images/complex-feelings/bittersweet.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","wistful.avif","/word-images/complex-feelings/wistful.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","longing.avif","/word-images/complex-feelings/longing.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","anxious.avif","/word-images/complex-feelings/anxious.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","nervous.avif","/word-images/complex-feelings/nervous.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","panicked.avif","/word-images/complex-feelings/panicked.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","stressed.avif","/word-images/complex-feelings/stressed.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","tense.avif","/word-images/complex-feelings/tense.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","uneasy.avif","/word-images/complex-feelings/uneasy.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","restless.avif","/word-images/complex-feelings/restless.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","paranoid.avif","/word-images/complex-feelings/paranoid.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","apprehensive.avif","/word-images/complex-feelings/apprehensive.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","dread.avif","/word-images/complex-feelings/dread.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","inspired.avif","/word-images/complex-feelings/inspired.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","motivated.avif","/word-images/complex-feelings/motivated.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","determined.avif","/word-images/complex-feelings/determined.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","resilient.avif","/word-images/complex-feelings/resilient.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","courageous.avif","/word-images/complex-feelings/courageous.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","confident.avif","/word-images/complex-feelings/confident.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","empowered.avif","/word-images/complex-feelings/empowered.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","fulfilled.avif","/word-images/complex-feelings/fulfilled.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","accomplished.avif","/word-images/complex-feelings/accomplished.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","liberated.avif","/word-images/complex-feelings/liberated.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","love.avif","/word-images/complex-feelings/love.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","affection.avif","/word-images/complex-feelings/affection.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","compassion.avif","/word-images/complex-feelings/compassion.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","tenderness.avif","/word-images/complex-feelings/tenderness.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","devotion.avif","/word-images/complex-feelings/devotion.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","admiration.avif","/word-images/complex-feelings/admiration.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","trust.avif","/word-images/complex-feelings/trust.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","belonging.avif","/word-images/complex-feelings/belonging.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","intimacy.avif","/word-images/complex-feelings/intimacy.avif","cartoon or illustration; not photorealistic"
"replace","complex-feelings","warmth.avif","/word-images/complex-feelings/warmth.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","wake-up.avif","/word-images/daily-action-verbs/wake-up.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","get-up.avif","/word-images/daily-action-verbs/get-up.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","yawn.avif","/word-images/daily-action-verbs/yawn.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","stretch.avif","/word-images/daily-action-verbs/stretch.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","shower.avif","/word-images/daily-action-verbs/shower.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","brush-teeth.avif","/word-images/daily-action-verbs/brush-teeth.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","get-dressed.avif","/word-images/daily-action-verbs/get-dressed.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","eat-breakfast.avif","/word-images/daily-action-verbs/eat-breakfast.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","pack-lunch.avif","/word-images/daily-action-verbs/pack-lunch.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","leave-home.avif","/word-images/daily-action-verbs/leave-home.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","eat.avif","/word-images/daily-action-verbs/eat.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","drink.avif","/word-images/daily-action-verbs/drink.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","chew.avif","/word-images/daily-action-verbs/chew.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","swallow.avif","/word-images/daily-action-verbs/swallow.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","sip.avif","/word-images/daily-action-verbs/sip.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","gulp.avif","/word-images/daily-action-verbs/gulp.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","bite.avif","/word-images/daily-action-verbs/bite.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","taste.avif","/word-images/daily-action-verbs/taste.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","lick.avif","/word-images/daily-action-verbs/lick.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","slurp.avif","/word-images/daily-action-verbs/slurp.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","cook.avif","/word-images/daily-action-verbs/cook.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","clean.avif","/word-images/daily-action-verbs/clean.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","wash.avif","/word-images/daily-action-verbs/wash.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","sweep.avif","/word-images/daily-action-verbs/sweep.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","vacuum.avif","/word-images/daily-action-verbs/vacuum.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","iron.avif","/word-images/daily-action-verbs/iron.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","fold.avif","/word-images/daily-action-verbs/fold.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","organize.avif","/word-images/daily-action-verbs/organize.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","repair.avif","/word-images/daily-action-verbs/repair.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","decorate.avif","/word-images/daily-action-verbs/decorate.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","bathe.avif","/word-images/daily-action-verbs/bathe.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","shave.avif","/word-images/daily-action-verbs/shave.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","comb.avif","/word-images/daily-action-verbs/comb.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","style.avif","/word-images/daily-action-verbs/style.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","apply.avif","/word-images/daily-action-verbs/apply.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","moisturize.avif","/word-images/daily-action-verbs/moisturize.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","trim.avif","/word-images/daily-action-verbs/trim.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","floss.avif","/word-images/daily-action-verbs/floss.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","gargle.avif","/word-images/daily-action-verbs/gargle.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","dry-off.avif","/word-images/daily-action-verbs/dry-off.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","rest.avif","/word-images/daily-action-verbs/rest.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","relax.avif","/word-images/daily-action-verbs/relax.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","nap.avif","/word-images/daily-action-verbs/nap.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","sleep.avif","/word-images/daily-action-verbs/sleep.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","dream.avif","/word-images/daily-action-verbs/dream.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","snore.avif","/word-images/daily-action-verbs/snore.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","doze.avif","/word-images/daily-action-verbs/doze.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","meditate.avif","/word-images/daily-action-verbs/meditate.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","unwind.avif","/word-images/daily-action-verbs/unwind.avif","cartoon or illustration; not photorealistic"
"replace","daily-action-verbs","recharge.avif","/word-images/daily-action-verbs/recharge.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","wake-up.avif","/word-images/daily-routines/wake-up.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","alarm-clock.avif","/word-images/daily-routines/alarm-clock.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","get-out-of-bed.avif","/word-images/daily-routines/get-out-of-bed.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","stretch.avif","/word-images/daily-routines/stretch.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","brush-teeth.avif","/word-images/daily-routines/brush-teeth.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","wash-face.avif","/word-images/daily-routines/wash-face.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","take-a-shower.avif","/word-images/daily-routines/take-a-shower.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","get-dressed.avif","/word-images/daily-routines/get-dressed.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","eat-breakfast.avif","/word-images/daily-routines/eat-breakfast.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","pack-bag.avif","/word-images/daily-routines/pack-bag.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","commute.avif","/word-images/daily-routines/commute.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","arrive.avif","/word-images/daily-routines/arrive.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","start-work.avif","/word-images/daily-routines/start-work.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","attend-class.avif","/word-images/daily-routines/attend-class.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","take-notes.avif","/word-images/daily-routines/take-notes.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","have-a-meeting.avif","/word-images/daily-routines/have-a-meeting.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","lunch-break.avif","/word-images/daily-routines/lunch-break.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","collaborate.avif","/word-images/daily-routines/collaborate.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","submit-work.avif","/word-images/daily-routines/submit-work.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","leave-office.avif","/word-images/daily-routines/leave-office.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","after-school.avif","/word-images/daily-routines/after-school.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","homework.avif","/word-images/daily-routines/homework.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","exercise.avif","/word-images/daily-routines/exercise.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","practice.avif","/word-images/daily-routines/practice.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","grocery-shop.avif","/word-images/daily-routines/grocery-shop.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","cook-dinner.avif","/word-images/daily-routines/cook-dinner.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","walk-the-dog.avif","/word-images/daily-routines/walk-the-dog.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","play-outside.avif","/word-images/daily-routines/play-outside.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","read-a-book.avif","/word-images/daily-routines/read-a-book.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","watch-tv.avif","/word-images/daily-routines/watch-tv.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","eat-dinner.avif","/word-images/daily-routines/eat-dinner.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","wash-dishes.avif","/word-images/daily-routines/wash-dishes.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","relax.avif","/word-images/daily-routines/relax.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","take-a-bath.avif","/word-images/daily-routines/take-a-bath.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","put-on-pajamas.avif","/word-images/daily-routines/put-on-pajamas.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","read.avif","/word-images/daily-routines/read.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","set-alarm.avif","/word-images/daily-routines/set-alarm.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","go-to-bed.avif","/word-images/daily-routines/go-to-bed.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","fall-asleep.avif","/word-images/daily-routines/fall-asleep.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","sleep-in.avif","/word-images/daily-routines/sleep-in.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","brunch.avif","/word-images/daily-routines/brunch.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","go-shopping.avif","/word-images/daily-routines/go-shopping.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","visit-friends.avif","/word-images/daily-routines/visit-friends.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","go-to-the-park.avif","/word-images/daily-routines/go-to-the-park.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","play-sports.avif","/word-images/daily-routines/play-sports.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","clean-house.avif","/word-images/daily-routines/clean-house.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","do-laundry.avif","/word-images/daily-routines/do-laundry.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","go-out.avif","/word-images/daily-routines/go-out.avif","cartoon or illustration; not photorealistic"
"replace","daily-routines","stay-home.avif","/word-images/daily-routines/stay-home.avif","cartoon or illustration; not photorealistic"
"replace","facial-expressions","smile.avif","/word-images/facial-expressions/smile.avif","cartoon or illustration; not photorealistic"
"replace","facial-expressions","grin.avif","/word-images/facial-expressions/grin.avif","cartoon or illustration; not photorealistic"
"replace","facial-expressions","beam.avif","/word-images/facial-expressions/beam.avif","cartoon or illustration; not photorealistic"
"replace","facial-expressions","smirk.avif","/word-images/facial-expressions/smirk.avif","cartoon or illustration; not photorealistic"
"replace","facial-expressions","laugh.avif","/word-images/facial-expressions/laugh.avif","cartoon or illustration; not photorealistic"
"replace","facial-expressions","giggle.avif","/word-images/facial-expressions/giggle.avif","cartoon or illustration; not photorealistic"
"replace","facial-expressions","chuckle.avif","/word-images/facial-expressions/chuckle.avif","cartoon or illustration; not photorealistic"
"replace","facial-expressions","wink.avif","/word-images/facial-expressions/wink.avif","cartoon or illustration; not photorealistic"
"replace","facial-expressions","twinkle.avif","/word-images/facial-expressions/twinkle.avif","cartoon or illustration; not photorealistic"
"replace","facial-expressions","dimple.avif","/word-images/facial-expressions/dimple.avif","cartoon or illustration; not photorealistic"
"replace","facial-expressions","frown.avif","/word-images/facial-expressions/frown.avif","cartoon or illustration; not photorealistic"
"replace","facial-expressions","pout.avif","/word-images/facial-expressions/pout.avif","cartoon or illustration; not photorealistic"
"replace","facial-expressions","tear.avif","/word-images/facial-expressions/tear.avif","cartoon or illustration; not photorealistic"
"replace","facial-expressions","cry.avif","/word-images/facial-expressions/cry.avif","cartoon or illustration; not photorealistic"
"replace","facial-expressions","sob.avif","/word-images/facial-expressions/sob.avif","cartoon or illustration; not photorealistic"
"replace","facial-expressions","whimper.avif","/word-images/facial-expressions/whimper.avif","cartoon or illustration; not photorealistic"
